Reference Produit FR|Reference annonce SKU|Categorie|Type de produit|Titre article anglais|Titre article francais|Titre article espagnol|Description detaillee anglais|Description detaillee francais|Description detaillee espagnol|Public|Taille anglais|Taille francais espagnol|Couleur|Marque Fabriquant|Prix origine anglais|Prix origine francais|Prix origine espagnol|Prix vente anglais|Prix vente francais|Prix vente espagnol|Qualite|Quantite|Commentaire annonce anglais|Commentaire annonce francais|Commentaire annonce espagnol|Commentaire prive|URL Image 1|URL Image 2|URL Image 3|URL Image 4|
Jean-Diesel-H-Poiak-8WM|Jean-Diesel-H-Poiak-8WM_W28L32||||Jean Diesel Homme Poiak 8WM W28L32  - Soldes||| Nouvelle Collection 2010-2011 Jean Diesel POIAK 8WMDélavage : 8WM gris légèrement délavé avec quelques effets de striesPetites marques d'usure esthétique à différents endroitsLe POIAK se caractérise par une Coupe droite légèrement resserrée au bas et par des poches arrières zippées qui mettent en valeur les fesses.Délavage gris et coupe très en vogue cette saison.Description produit :Jeans DIESEL Homme coupe Droite (légèrement resserrée au bas)Taille basseCinq poches (dont une poche ticket à l'avant)Trois poches avant rivetéesPoches arrière zippées avec pièces en cuirsFermeture zippéLettrage brodé « For successful living » (Poche arrière droite)Logo DIESEL sur petite plaquette en ferComposition : 100% CotonInformations complémentaires :Largeur du bas 21 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref :Jean-Diesel-H-Poiak-8WM - SOLDES JUSQU’À -70%||||W28L32||Diesel Homme||219|||109.5||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-diesel-poiak--8wm_01.jpg||||
Jean-Diesel-H-Poiak-8WM|Jean-Diesel-H-Poiak-8WM_W29L32||||Jean Diesel Homme Poiak 8WM W29L32  - Soldes||| Nouvelle Collection 2010-2011 Jean Diesel POIAK 8WMDélavage : 8WM gris légèrement délavé avec quelques effets de striesPetites marques d'usure esthétique à différents endroitsLe POIAK se caractérise par une Coupe droite légèrement resserrée au bas et par des poches arrières zippées qui mettent en valeur les fesses.Délavage gris et coupe très en vogue cette saison.Description produit :Jeans DIESEL Homme coupe Droite (légèrement resserrée au bas)Taille basseCinq poches (dont une poche ticket à l'avant)Trois poches avant rivetéesPoches arrière zippées avec pièces en cuirsFermeture zippéLettrage brodé « For successful living » (Poche arrière droite)Logo DIESEL sur petite plaquette en ferComposition : 100% CotonInformations complémentaires :Largeur du bas 21 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref :Jean-Diesel-H-Poiak-8WM - SOLDES JUSQU’À -70%||||W29L32||Diesel Homme||219|||109.5||N|3|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-diesel-poiak--8wm_01.jpg||||
Jean-Diesel-H-Poiak-8WM|Jean-Diesel-H-Poiak-8WM_W30L32||||Jean Diesel Homme Poiak 8WM W30L32  - Soldes||| Nouvelle Collection 2010-2011 Jean Diesel POIAK 8WMDélavage : 8WM gris légèrement délavé avec quelques effets de striesPetites marques d'usure esthétique à différents endroitsLe POIAK se caractérise par une Coupe droite légèrement resserrée au bas et par des poches arrières zippées qui mettent en valeur les fesses.Délavage gris et coupe très en vogue cette saison.Description produit :Jeans DIESEL Homme coupe Droite (légèrement resserrée au bas)Taille basseCinq poches (dont une poche ticket à l'avant)Trois poches avant rivetéesPoches arrière zippées avec pièces en cuirsFermeture zippéLettrage brodé « For successful living » (Poche arrière droite)Logo DIESEL sur petite plaquette en ferComposition : 100% CotonInformations complémentaires :Largeur du bas 21 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref :Jean-Diesel-H-Poiak-8WM - SOLDES JUSQU’À -70%||||W30L32||Diesel Homme||219|||109.5||N|2|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-diesel-poiak--8wm_01.jpg||||
Jean-Diesel-H-Poiak-8WM|Jean-Diesel-H-Poiak-8WM_W31L32||||Jean Diesel Homme Poiak 8WM W31L32  - Soldes||| Nouvelle Collection 2010-2011 Jean Diesel POIAK 8WMDélavage : 8WM gris légèrement délavé avec quelques effets de striesPetites marques d'usure esthétique à différents endroitsLe POIAK se caractérise par une Coupe droite légèrement resserrée au bas et par des poches arrières zippées qui mettent en valeur les fesses.Délavage gris et coupe très en vogue cette saison.Description produit :Jeans DIESEL Homme coupe Droite (légèrement resserrée au bas)Taille basseCinq poches (dont une poche ticket à l'avant)Trois poches avant rivetéesPoches arrière zippées avec pièces en cuirsFermeture zippéLettrage brodé « For successful living » (Poche arrière droite)Logo DIESEL sur petite plaquette en ferComposition : 100% CotonInformations complémentaires :Largeur du bas 21 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref :Jean-Diesel-H-Poiak-8WM - SOLDES JUSQU’À -70%||||W31L32||Diesel Homme||219|||109.5||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-diesel-poiak--8wm_01.jpg||||
Jean-Diesel-H-Poiak-8WM|Jean-Diesel-H-Poiak-8WM_W32L32||||Jean Diesel Homme Poiak 8WM W32L32  - Soldes||| Nouvelle Collection 2010-2011 Jean Diesel POIAK 8WMDélavage : 8WM gris légèrement délavé avec quelques effets de striesPetites marques d'usure esthétique à différents endroitsLe POIAK se caractérise par une Coupe droite légèrement resserrée au bas et par des poches arrières zippées qui mettent en valeur les fesses.Délavage gris et coupe très en vogue cette saison.Description produit :Jeans DIESEL Homme coupe Droite (légèrement resserrée au bas)Taille basseCinq poches (dont une poche ticket à l'avant)Trois poches avant rivetéesPoches arrière zippées avec pièces en cuirsFermeture zippéLettrage brodé « For successful living » (Poche arrière droite)Logo DIESEL sur petite plaquette en ferComposition : 100% CotonInformations complémentaires :Largeur du bas 21 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref :Jean-Diesel-H-Poiak-8WM - SOLDES JUSQU’À -70%||||W32L32||Diesel Homme||219|||109.5||N|4|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-diesel-poiak--8wm_01.jpg||||
Jean-Diesel-H-Poiak-8WM|Jean-Diesel-H-Poiak-8WM_W33L32||||Jean Diesel Homme Poiak 8WM W33L32  - Soldes||| Nouvelle Collection 2010-2011 Jean Diesel POIAK 8WMDélavage : 8WM gris légèrement délavé avec quelques effets de striesPetites marques d'usure esthétique à différents endroitsLe POIAK se caractérise par une Coupe droite légèrement resserrée au bas et par des poches arrières zippées qui mettent en valeur les fesses.Délavage gris et coupe très en vogue cette saison.Description produit :Jeans DIESEL Homme coupe Droite (légèrement resserrée au bas)Taille basseCinq poches (dont une poche ticket à l'avant)Trois poches avant rivetéesPoches arrière zippées avec pièces en cuirsFermeture zippéLettrage brodé « For successful living » (Poche arrière droite)Logo DIESEL sur petite plaquette en ferComposition : 100% CotonInformations complémentaires :Largeur du bas 21 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref :Jean-Diesel-H-Poiak-8WM - SOLDES JUSQU’À -70%||||W33L32||Diesel Homme||219|||109.5||N|2|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-diesel-poiak--8wm_01.jpg||||
Jean-Diesel-H-Safado-73I|Jean-Diesel-H-Safado-73I_W28L32||||Jean Diesel Homme Safado 73I W28L32  - Soldes||| Nouvelle Collection 2010-2011 Jean Diesel Safado modèle 73IDélavage : Toile bleu délavée avec légers points d'usures.La coupe la plus recherchée de chez Diesel Très belle toile souple et très solide.Le Safado se caractérise par une Coupe droite (Semi-Slim) près du corpsJeans DIESEL Homme coupe DroiteTaille basseCinq poches (dont une poche ticket à l'avant)Trois poches avant rivetéesPoches arrière brodéesFermeture boutonsSurpiqûre6 passantsLogo DIESEL sur plaquette en cuirComposition : 100%Informations complémentaires :Largeur du bas 19 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref : Jean-Diesel-H-Safado-73I - SOLDES JUSQU’À -70%||||W28L32||Diesel Homme||219|||109.5||N|3|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-diesel-safado-73i_1.jpg||||
Jean-Diesel-H-Safado-73I|Jean-Diesel-H-Safado-73I_W29L32||||Jean Diesel Homme Safado 73I W29L32  - Soldes||| Nouvelle Collection 2010-2011 Jean Diesel Safado modèle 73IDélavage : Toile bleu délavée avec légers points d'usures.La coupe la plus recherchée de chez Diesel Très belle toile souple et très solide.Le Safado se caractérise par une Coupe droite (Semi-Slim) près du corpsJeans DIESEL Homme coupe DroiteTaille basseCinq poches (dont une poche ticket à l'avant)Trois poches avant rivetéesPoches arrière brodéesFermeture boutonsSurpiqûre6 passantsLogo DIESEL sur plaquette en cuirComposition : 100%Informations complémentaires :Largeur du bas 19 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref : Jean-Diesel-H-Safado-73I - SOLDES JUSQU’À -70%||||W29L32||Diesel Homme||219|||109.5||N|5|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-diesel-safado-73i_1.jpg||||
Jean-Diesel-H-Safado-73I|Jean-Diesel-H-Safado-73I_W29L34||||Jean Diesel Homme Safado 73I W29L34  - Soldes||| Nouvelle Collection 2010-2011 Jean Diesel Safado modèle 73IDélavage : Toile bleu délavée avec légers points d'usures.La coupe la plus recherchée de chez Diesel Très belle toile souple et très solide.Le Safado se caractérise par une Coupe droite (Semi-Slim) près du corpsJeans DIESEL Homme coupe DroiteTaille basseCinq poches (dont une poche ticket à l'avant)Trois poches avant rivetéesPoches arrière brodéesFermeture boutonsSurpiqûre6 passantsLogo DIESEL sur plaquette en cuirComposition : 100%Informations complémentaires :Largeur du bas 19 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref : Jean-Diesel-H-Safado-73I - SOLDES JUSQU’À -70%||||W29L34||Diesel Homme||219|||109.5||N|5|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-diesel-safado-73i_1.jpg||||
Jean-Diesel-H-Safado-73I|Jean-Diesel-H-Safado-73I_W30L32||||Jean Diesel Homme Safado 73I W30L32  - Soldes||| Nouvelle Collection 2010-2011 Jean Diesel Safado modèle 73IDélavage : Toile bleu délavée avec légers points d'usures.La coupe la plus recherchée de chez Diesel Très belle toile souple et très solide.Le Safado se caractérise par une Coupe droite (Semi-Slim) près du corpsJeans DIESEL Homme coupe DroiteTaille basseCinq poches (dont une poche ticket à l'avant)Trois poches avant rivetéesPoches arrière brodéesFermeture boutonsSurpiqûre6 passantsLogo DIESEL sur plaquette en cuirComposition : 100%Informations complémentaires :Largeur du bas 19 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref : Jean-Diesel-H-Safado-73I - SOLDES JUSQU’À -70%||||W30L32||Diesel Homme||219|||109.5||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-diesel-safado-73i_1.jpg||||
Jean-Diesel-H-Safado-73I|Jean-Diesel-H-Safado-73I_W32L32||||Jean Diesel Homme Safado 73I W32L32  - Soldes||| Nouvelle Collection 2010-2011 Jean Diesel Safado modèle 73IDélavage : Toile bleu délavée avec légers points d'usures.La coupe la plus recherchée de chez Diesel Très belle toile souple et très solide.Le Safado se caractérise par une Coupe droite (Semi-Slim) près du corpsJeans DIESEL Homme coupe DroiteTaille basseCinq poches (dont une poche ticket à l'avant)Trois poches avant rivetéesPoches arrière brodéesFermeture boutonsSurpiqûre6 passantsLogo DIESEL sur plaquette en cuirComposition : 100%Informations complémentaires :Largeur du bas 19 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref : Jean-Diesel-H-Safado-73I - SOLDES JUSQU’À -70%||||W32L32||Diesel Homme||219|||109.5||N|7|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-diesel-safado-73i_1.jpg||||
Jean-Diesel-H-Safado-73I|Jean-Diesel-H-Safado-73I_W32L34||||Jean Diesel Homme Safado 73I W32L34  - Soldes||| Nouvelle Collection 2010-2011 Jean Diesel Safado modèle 73IDélavage : Toile bleu délavée avec légers points d'usures.La coupe la plus recherchée de chez Diesel Très belle toile souple et très solide.Le Safado se caractérise par une Coupe droite (Semi-Slim) près du corpsJeans DIESEL Homme coupe DroiteTaille basseCinq poches (dont une poche ticket à l'avant)Trois poches avant rivetéesPoches arrière brodéesFermeture boutonsSurpiqûre6 passantsLogo DIESEL sur plaquette en cuirComposition : 100%Informations complémentaires :Largeur du bas 19 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref : Jean-Diesel-H-Safado-73I - SOLDES JUSQU’À -70%||||W32L34||Diesel Homme||219|||109.5||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-diesel-safado-73i_1.jpg||||
Jean-Diesel-H-Safado-73I|Jean-Diesel-H-Safado-73I_W33L34||||Jean Diesel Homme Safado 73I W33L34  - Soldes||| Nouvelle Collection 2010-2011 Jean Diesel Safado modèle 73IDélavage : Toile bleu délavée avec légers points d'usures.La coupe la plus recherchée de chez Diesel Très belle toile souple et très solide.Le Safado se caractérise par une Coupe droite (Semi-Slim) près du corpsJeans DIESEL Homme coupe DroiteTaille basseCinq poches (dont une poche ticket à l'avant)Trois poches avant rivetéesPoches arrière brodéesFermeture boutonsSurpiqûre6 passantsLogo DIESEL sur plaquette en cuirComposition : 100%Informations complémentaires :Largeur du bas 19 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref : Jean-Diesel-H-Safado-73I - SOLDES JUSQU’À -70%||||W33L34||Diesel Homme||219|||109.5||N|2|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-diesel-safado-73i_1.jpg||||
Jean-Diesel-H-Safado-8XR|Jean-Diesel-H-Safado-8XR_W28L32||||Jean Diesel Homme Safado 8XR W28L32  - Soldes||| Nouvelle Collection 2010-2011 Jean Diesel Safado modèle 8XRDélavage : Toile bleu délavée avec légers points d'usures.La coupe la plus recherchée de chez Diesel Très belle toile souple et très solide.Le Safado se caractérise par une Coupe droite (Semi-Slim) près du corpsJeans DIESEL Homme coupe DroiteTaille basseCinq poches (dont une poche ticket à l'avant)Trois poches avant rivetéesPoches arrière brodéesFermeture boutonsSurpiqûre6 passantsLogo DIESEL sur plaquette en cuirComposition : 100%Informations complémentaires :Largeur du bas 19 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref : Jean-Diesel-H-Safado-8XR - SOLDES JUSQU’À -70%||||W28L32||Diesel Homme||229|||114.5||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-diesel-safado-8xr_1.jpg||||
Jean-Diesel-Homme-Poiak|Jean-Diesel-Homme-Poiak_W31-L34||||Jean Diesel Poiak 88Z W31-L34  - Soldes||| Collection Automne-Hiver 2010 Jean Diesel Poiak 88ZDélavage : 88Z brut foncé Effet froissé haut des cuisses (qui part au repassage).Toile brute très confortable et solide.Le POIAK se caractérise par une Coupe droite légèrement resserrée au bas et par des poches arrières zippées.Description produit :Jeans DIESEL Homme coupe Droite (légèrement resserrée au bas)Taille basseCinq poches (dont une poche ticket à l'avant)Trois poches avant rivetéesPoches arrière zippéesFermeture zippéLettrage brodé « For successful living » (Poche arrière droite)Surpiqûre fil orangé sur l’ensemble du jeanLogo DIESEL sur languette en cuirComposition : 100% CotonInformations complémentaires :Largeur du bas 21 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref :Jean Diesel Poiak 88Z - SOLDES JUSQU’À -70%||||W31-L34||Diesel Homme||210|||147||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-diesel-poiak_88z_r.jpg||||
Jean-Diesel-Homme-Poiak|Jean-Diesel-Homme-Poiak_W36-L34||||Jean Diesel Poiak 88Z W36-L34  - Soldes||| Collection Automne-Hiver 2010 Jean Diesel Poiak 88ZDélavage : 88Z brut foncé Effet froissé haut des cuisses (qui part au repassage).Toile brute très confortable et solide.Le POIAK se caractérise par une Coupe droite légèrement resserrée au bas et par des poches arrières zippées.Description produit :Jeans DIESEL Homme coupe Droite (légèrement resserrée au bas)Taille basseCinq poches (dont une poche ticket à l'avant)Trois poches avant rivetéesPoches arrière zippéesFermeture zippéLettrage brodé « For successful living » (Poche arrière droite)Surpiqûre fil orangé sur l’ensemble du jeanLogo DIESEL sur languette en cuirComposition : 100% CotonInformations complémentaires :Largeur du bas 21 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct)Ref :Jean Diesel Poiak 88Z - SOLDES JUSQU’À -70%||||W36-L34||Diesel Homme||210|||147||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-diesel-poiak_88z_r.jpg||||
Jean-Diesel-Homme-Viker|Jean-Diesel-Homme-Viker_5||||Jean Diesel Viker 73N W36-L34  - Soldes|||Collection Automne-Hiver 2010 Jean Diesel Viker 73NDélavage : 73N Bleu Légèrement Délavé avec lignes d'usure. Marques d'usure esthétique à différents endroits.&nbsp;Modèle dans la pure tradition Diesel, Magnifiques reflets indigoJeans DIESEL Homme :Taille basseCinq poches (dont une poche ticket à l'avant)Trois poches avant rivetéesPoches arrière brodéesFermeture boutonsSurpiqûre6 passantsLogo DIESEL sur plaquette en cuirComposition : 100% CotonInformations complémentaires :Largeur du bas 21 cmLongueur 30 : Longueur totale 109 cm et entrejambe 78 cmLongueur 32 : Longueur totale 111 cm et entrejambe 81 cm Longueur 34 : Longueur totale 114 cm et entrejambe 84 cmLavage machine 30°Certificat de garantie (produit fourni par Diesel en direct) - SOLDES JUSQU’À -70%||||W36-L34||Diesel Homme||180|||126||N|1|||||http://www.faubourgdesmarques.com/boutique/images_produits/jean-diesel-viker_73nr.jpg||||
